2023-12-18 17:05:05.423 INFO | [MainThread] chat [43] | app.py <module> | Starting the app...
2023-12-18 19:01:35.462 INFO | [Thread-1 (process_request_thread)] chat [105] | git.py webhook | 项目id: 130394，commit_id: ['5f7b24c54ff2fed89dc7985ad395c0dec5997e3e'] 开始进行ChatGPT代码补丁审查
2023-12-18 19:01:35.463 INFO | [Thread-1 (process_request_thread)] chat [98] | chat_review.py review_code | 开始请求gitlab的https://git.n.xiaomi.com/api/v4/projects/130394/repository/commits/5f7b24c54ff2fed89dc7985ad395c0dec5997e3e/diff   ,commit: 5f7b24c54ff2fed89dc7985ad395c0dec5997e3e的diff内容
2023-12-18 19:03:44.755 INFO | [Thread-1 (process_request_thread)] chat [98] | chat_review.py review_code | 开始请求gitlab的https://git.n.xiaomi.com/api/v4/projects/130394/repository/commits/5f7b24c54ff2fed89dc7985ad395c0dec5997e3e/diff   ,commit: 5f7b24c54ff2fed89dc7985ad395c0dec5997e3e的diff内容
2023-12-18 19:05:54.034 INFO | [Thread-1 (process_request_thread)] chat [98] | chat_review.py review_code | 开始请求gitlab的https://git.n.xiaomi.com/api/v4/projects/130394/repository/commits/5f7b24c54ff2fed89dc7985ad395c0dec5997e3e/diff   ,commit: 5f7b24c54ff2fed89dc7985ad395c0dec5997e3e的diff内容
2023-12-18 19:41:19.531 INFO | [MainThread] chat [43] | app.py <module> | Starting the app...
2023-12-18 19:41:44.233 INFO | [MainThread] chat [43] | app.py <module> | Starting the app...
2023-12-18 19:41:52.108 INFO | [MainThread] chat [43] | app.py <module> | Starting the app...
2023-12-18 19:44:27.017 INFO | [Thread-1] chat [84] | git.py webhook | 项目id: 130394，分支: main，commit_id: ['c93dcae423a8c88a942d072974410b2edbd85585'] 
2023-12-18 19:44:27.018 INFO | [Thread-1] chat [86] | git.py webhook | 项目id: 130394，commit_url: ['https://git.n.xiaomi.com/dasen/shell_script/-/commit/c93dcae423a8c88a942d072974410b2edbd85585']
2023-12-18 19:44:27.018 INFO | [Thread-1] chat [105] | git.py webhook | 项目id: 130394，commit_id: ['c93dcae423a8c88a942d072974410b2edbd85585'] 开始进行ChatGPT代码补丁审查
2023-12-18 19:44:27.019 INFO | [Thread-1] chat [98] | chat_review.py review_code | 开始请求gitlab的https://git.n.xiaomi.com/api/v4/projects/130394/repository/commits/c93dcae423a8c88a942d072974410b2edbd85585/diff   ,commit: c93dcae423a8c88a942d072974410b2edbd85585的diff内容
2023-12-18 19:44:27.257 INFO | [Thread-1] chat [104] | chat_review.py review_code | 开始处理All请求的类容: [{'old_path': 'git-merge-branches2.sh', 'new_path': 'git-merge-branches2.sh', 'a_mode': '0', 'b_mode': '100755', 'new_file': True, 'renamed_file': False, 'deleted_file': False, 'diff': '@@ -0,0 +1,118 @@\n+#!/bin/bash\n+RED=$(tput setaf 3)\n+RESET=$(tput sgr0)\n+\n+get_confirmation() {\n+  while true; do\n+    echo "* 确保分支名无误！"\n+    echo "* 确保分支已经拉取到本地！"\n+    echo "* 确保分支代码已经为最新！"\n+    echo "============================"\n+    read -rp "请确认后继续 (y/n): " answer\n+    case "$answer" in\n+      [Yy]*)\n+        return 0 \n+        ;;\n+      [Nn]*)\n+        return 1\n+        ;;\n+      *)\n+        echo "无效的输入，请输入 \'y\' 或 \'n\'。"\n+        ;;\n+    esac\n+  done\n+}\n+\n+if [ -e pubspec.yaml ]; then\n+  echo "${RED}《合并UAT分支 - 操作脚本 v1.0.0》${RESET}"\n+  read -p "请输入当前开发分支版本号，例如（5.7）: " version\n+\n+  # =================分支命名规则==================\n+  \n+  # master 分支\n+  source_branch=master\n+\n+  # uat 分支\n+  target_branch=uat\n+\n+  # uat版本分支\n+  uat_version=uat_v$version\n+\n+  # 开发分支\n+  dev_branch=sit/sit_v$version\n+\n+  # commit前缀\n+  commit_version=V$version\n+\n+  # =================分支命名规则==================\n+\n+\n+  echo "============================"\n+  echo "* master分支："$source_branch\n+  echo "* 开发分支："${RED}$dev_branch${RESET}\n+  echo "* UAT分支："${RED}$target_branch${RESET}\n+  echo "* UAT版本分支："$uat_version\n+  echo "============================"\n+\n+  if get_confirmation; then\n+\n+    # 确保存在 uat\n+    git checkout $target_branch &&\n+    git pull &&\n+\n+    # 确保存在 开发分支\n+    git checkout $dev_branch  &&\n+    git pull &&\n+\n+    # 切换到 master \n+    echo ${RED}$"1. 切换到 "$source_branch" 分支 并拉取"${RESET} &&\n+    git checkout $source_branch &&\n+    git pull &&\n+\n+    # master 分支 rebase 开发分支\n+    echo ${RED}$"2. rebase "$dev_branch" 分支 进行push"${RESET} &&\n+    git rebase $dev_branch &&\n+    git push &&\n+\n+    source_commit_date=$(git log -1 --format=%cd --date=format:\'%m%d\' $source_branch)\n+    source_commit_id=$(git rev-parse --short=9 $source_branch)\n+    commit_message="[$commit_version]Merge $source_branch to $target_branch($source_commit_date-$source_commit_id)"\n+\n+    echo ${RED}$"3. 开始合并"${RESET} &&\n+    # 合并\n+    git checkout $source_branch &&\n+    git reset --soft $target_branch &&\n+    git commit -m "$commit_message" &&\n+    git checkout $target_branch &&\n+    git cherry-pick $source_branch &&\n+    git pull &&\n+    echo ${RED}$"4. 合并完成"${RESET} &&\n+\n+    # 删除master分支\n+    git branch -D $source_branch &&\n+    echo ${RED}$"5. 删除 "$source_branch" 分支"${RESET} &&\n+\n+    # 切换到uat分支\n+    git checkout $target_branch &&\n+    echo ${RED}$"6. 切换 "$target_branch" 分支 进行push"${RESET} &&\n+    git push &&\n+\n+    # 切换到uat版本分支\n+    echo ${RED}$"7. 切换 "$uat_version" 分支 并拉取"${RESET} &&\n+    git checkout $uat_version &&\n+    git pull &&\n+\n+    echo ${RED}$"8. rebase "$target_branch" 分支 进行push"${RESET} &&\n+    git rebase $target_branch &&\n+    git push &&\n+    echo ${RED}$"9. 完成合并，切换为:"$dev_branch${RESET} &&\n+\n+    # 切换回开发分支\n+    git checkout $dev_branch\n+  else\n+    echo ""\n+  fi\n+else\n+  echo "${RED}请 cd 到 InsightBank 项目目录下运行脚本${RESET}"\n+  echo "测试"\n+fi\n'}]
2023-12-18 19:44:27.258 INFO | [Thread-1] chat [79] | chat_review.py chat_review | 开始code review
2023-12-18 19:44:27.258 INFO | [Thread-1] chat [81] | chat_review.py chat_review | 单项目的commit内容： {'old_path': 'git-merge-branches2.sh', 'new_path': 'git-merge-branches2.sh', 'a_mode': '0', 'b_mode': '100755', 'new_file': True, 'renamed_file': False, 'deleted_file': False, 'diff': '@@ -0,0 +1,118 @@\n+#!/bin/bash\n+RED=$(tput setaf 3)\n+RESET=$(tput sgr0)\n+\n+get_confirmation() {\n+  while true; do\n+    echo "* 确保分支名无误！"\n+    echo "* 确保分支已经拉取到本地！"\n+    echo "* 确保分支代码已经为最新！"\n+    echo "============================"\n+    read -rp "请确认后继续 (y/n): " answer\n+    case "$answer" in\n+      [Yy]*)\n+        return 0 \n+        ;;\n+      [Nn]*)\n+        return 1\n+        ;;\n+      *)\n+        echo "无效的输入，请输入 \'y\' 或 \'n\'。"\n+        ;;\n+    esac\n+  done\n+}\n+\n+if [ -e pubspec.yaml ]; then\n+  echo "${RED}《合并UAT分支 - 操作脚本 v1.0.0》${RESET}"\n+  read -p "请输入当前开发分支版本号，例如（5.7）: " version\n+\n+  # =================分支命名规则==================\n+  \n+  # master 分支\n+  source_branch=master\n+\n+  # uat 分支\n+  target_branch=uat\n+\n+  # uat版本分支\n+  uat_version=uat_v$version\n+\n+  # 开发分支\n+  dev_branch=sit/sit_v$version\n+\n+  # commit前缀\n+  commit_version=V$version\n+\n+  # =================分支命名规则==================\n+\n+\n+  echo "============================"\n+  echo "* master分支："$source_branch\n+  echo "* 开发分支："${RED}$dev_branch${RESET}\n+  echo "* UAT分支："${RED}$target_branch${RESET}\n+  echo "* UAT版本分支："$uat_version\n+  echo "============================"\n+\n+  if get_confirmation; then\n+\n+    # 确保存在 uat\n+    git checkout $target_branch &&\n+    git pull &&\n+\n+    # 确保存在 开发分支\n+    git checkout $dev_branch  &&\n+    git pull &&\n+\n+    # 切换到 master \n+    echo ${RED}$"1. 切换到 "$source_branch" 分支 并拉取"${RESET} &&\n+    git checkout $source_branch &&\n+    git pull &&\n+\n+    # master 分支 rebase 开发分支\n+    echo ${RED}$"2. rebase "$dev_branch" 分支 进行push"${RESET} &&\n+    git rebase $dev_branch &&\n+    git push &&\n+\n+    source_commit_date=$(git log -1 --format=%cd --date=format:\'%m%d\' $source_branch)\n+    source_commit_id=$(git rev-parse --short=9 $source_branch)\n+    commit_message="[$commit_version]Merge $source_branch to $target_branch($source_commit_date-$source_commit_id)"\n+\n+    echo ${RED}$"3. 开始合并"${RESET} &&\n+    # 合并\n+    git checkout $source_branch &&\n+    git reset --soft $target_branch &&\n+    git commit -m "$commit_message" &&\n+    git checkout $target_branch &&\n+    git cherry-pick $source_branch &&\n+    git pull &&\n+    echo ${RED}$"4. 合并完成"${RESET} &&\n+\n+    # 删除master分支\n+    git branch -D $source_branch &&\n+    echo ${RED}$"5. 删除 "$source_branch" 分支"${RESET} &&\n+\n+    # 切换到uat分支\n+    git checkout $target_branch &&\n+    echo ${RED}$"6. 切换 "$target_branch" 分支 进行push"${RESET} &&\n+    git push &&\n+\n+    # 切换到uat版本分支\n+    echo ${RED}$"7. 切换 "$uat_version" 分支 并拉取"${RESET} &&\n+    git checkout $uat_version &&\n+    git pull &&\n+\n+    echo ${RED}$"8. rebase "$target_branch" 分支 进行push"${RESET} &&\n+    git rebase $target_branch &&\n+    git push &&\n+    echo ${RED}$"9. 完成合并，切换为:"$dev_branch${RESET} &&\n+\n+    # 切换回开发分支\n+    git checkout $dev_branch\n+  else\n+    echo ""\n+  fi\n+else\n+  echo "${RED}请 cd 到 InsightBank 项目目录下运行脚本${RESET}"\n+  echo "测试"\n+fi\n'}
2023-12-18 19:44:27.259 ERROR | [Thread-1] chat [91] | chat_review.py chat_review | 格式不正确，对 git-merge-branches2.sh  , 不需要review
2023-12-18 19:45:09.084 INFO | [Thread-2] chat [84] | git.py webhook | 项目id: 130394，分支: main，commit_id: ['46acadc487febf1fa51c45898f713d305e9b1ed9'] 
2023-12-18 19:45:09.085 INFO | [Thread-2] chat [86] | git.py webhook | 项目id: 130394，commit_url: ['https://git.n.xiaomi.com/dasen/shell_script/-/commit/46acadc487febf1fa51c45898f713d305e9b1ed9']
2023-12-18 19:45:09.085 INFO | [Thread-2] chat [105] | git.py webhook | 项目id: 130394，commit_id: ['46acadc487febf1fa51c45898f713d305e9b1ed9'] 开始进行ChatGPT代码补丁审查
2023-12-18 19:45:09.085 INFO | [Thread-2] chat [98] | chat_review.py review_code | 开始请求gitlab的https://git.n.xiaomi.com/api/v4/projects/130394/repository/commits/46acadc487febf1fa51c45898f713d305e9b1ed9/diff   ,commit: 46acadc487febf1fa51c45898f713d305e9b1ed9的diff内容
2023-12-18 19:45:09.318 INFO | [Thread-2] chat [104] | chat_review.py review_code | 开始处理All请求的类容: [{'old_path': 'git-merge-branches.sh', 'new_path': 'git-merge-branches.sh', 'a_mode': '100755', 'b_mode': '100755', 'new_file': False, 'renamed_file': False, 'deleted_file': False, 'diff': '@@ -115,4 +115,5 @@ if [ -e pubspec.yaml ]; then\n else\n   echo "${RED}请 cd 到 InsightBank 项目目录下运行脚本${RESET}"\n   echo "测试"\n+    echo "测试日志"\n fi\n'}]
2023-12-18 19:45:09.319 INFO | [Thread-2] chat [79] | chat_review.py chat_review | 开始code review
2023-12-18 19:45:09.319 INFO | [Thread-2] chat [81] | chat_review.py chat_review | 单项目的commit内容： {'old_path': 'git-merge-branches.sh', 'new_path': 'git-merge-branches.sh', 'a_mode': '100755', 'b_mode': '100755', 'new_file': False, 'renamed_file': False, 'deleted_file': False, 'diff': '@@ -115,4 +115,5 @@ if [ -e pubspec.yaml ]; then\n else\n   echo "${RED}请 cd 到 InsightBank 项目目录下运行脚本${RESET}"\n   echo "测试"\n+    echo "测试日志"\n fi\n'}
2023-12-18 19:45:09.319 ERROR | [Thread-2] chat [91] | chat_review.py chat_review | 格式不正确，对 git-merge-branches.sh  , 不需要review
2023-12-18 19:47:12.543 INFO | [MainThread] chat [43] | app.py <module> | Starting the app...
2023-12-18 19:47:47.106 INFO | [Thread-1] chat [84] | git.py webhook | 项目id: 130394，分支: main，commit_id: ['4426f3fa69a3dbc5b2c3792aab8bd4ad789701ae'] 
2023-12-18 19:47:47.106 INFO | [Thread-1] chat [86] | git.py webhook | 项目id: 130394，commit_url: ['https://git.n.xiaomi.com/dasen/shell_script/-/commit/4426f3fa69a3dbc5b2c3792aab8bd4ad789701ae']
2023-12-18 19:47:47.107 INFO | [Thread-1] chat [105] | git.py webhook | 项目id: 130394，commit_id: ['4426f3fa69a3dbc5b2c3792aab8bd4ad789701ae'] 开始进行ChatGPT代码补丁审查
2023-12-18 19:47:47.107 INFO | [Thread-1] chat [98] | chat_review.py review_code | 开始请求gitlab的https://git.n.xiaomi.com/api/v4/projects/130394/repository/commits/4426f3fa69a3dbc5b2c3792aab8bd4ad789701ae/diff   ,commit: 4426f3fa69a3dbc5b2c3792aab8bd4ad789701ae的diff内容
2023-12-18 19:47:47.355 INFO | [Thread-1] chat [104] | chat_review.py review_code | 开始处理All请求的类容: [{'old_path': 'git-merge-branches3.sh', 'new_path': 'git-merge-branches3.sh', 'a_mode': '0', 'b_mode': '100755', 'new_file': True, 'renamed_file': False, 'deleted_file': False, 'diff': '@@ -0,0 +1,118 @@\n+#!/bin/bash\n+RED=$(tput setaf 3)\n+RESET=$(tput sgr0)\n+\n+get_confirmation() {\n+  while true; do\n+    echo "* 确保分支名无误！"\n+    echo "* 确保分支已经拉取到本地！"\n+    echo "* 确保分支代码已经为最新！"\n+    echo "============================"\n+    read -rp "请确认后继续 (y/n): " answer\n+    case "$answer" in\n+      [Yy]*)\n+        return 0 \n+        ;;\n+      [Nn]*)\n+        return 1\n+        ;;\n+      *)\n+        echo "无效的输入，请输入 \'y\' 或 \'n\'。"\n+        ;;\n+    esac\n+  done\n+}\n+\n+if [ -e pubspec.yaml ]; then\n+  echo "${RED}《合并UAT分支 - 操作脚本 v1.0.0》${RESET}"\n+  read -p "请输入当前开发分支版本号，例如（5.7）: " version\n+\n+  # =================分支命名规则==================\n+  \n+  # master 分支\n+  source_branch=master\n+\n+  # uat 分支\n+  target_branch=uat\n+\n+  # uat版本分支\n+  uat_version=uat_v$version\n+\n+  # 开发分支\n+  dev_branch=sit/sit_v$version\n+\n+  # commit前缀\n+  commit_version=V$version\n+\n+  # =================分支命名规则==================\n+\n+\n+  echo "============================"\n+  echo "* master分支："$source_branch\n+  echo "* 开发分支："${RED}$dev_branch${RESET}\n+  echo "* UAT分支："${RED}$target_branch${RESET}\n+  echo "* UAT版本分支："$uat_version\n+  echo "============================"\n+\n+  if get_confirmation; then\n+\n+    # 确保存在 uat\n+    git checkout $target_branch &&\n+    git pull &&\n+\n+    # 确保存在 开发分支\n+    git checkout $dev_branch  &&\n+    git pull &&\n+\n+    # 切换到 master \n+    echo ${RED}$"1. 切换到 "$source_branch" 分支 并拉取"${RESET} &&\n+    git checkout $source_branch &&\n+    git pull &&\n+\n+    # master 分支 rebase 开发分支\n+    echo ${RED}$"2. rebase "$dev_branch" 分支 进行push"${RESET} &&\n+    git rebase $dev_branch &&\n+    git push &&\n+\n+    source_commit_date=$(git log -1 --format=%cd --date=format:\'%m%d\' $source_branch)\n+    source_commit_id=$(git rev-parse --short=9 $source_branch)\n+    commit_message="[$commit_version]Merge $source_branch to $target_branch($source_commit_date-$source_commit_id)"\n+\n+    echo ${RED}$"3. 开始合并"${RESET} &&\n+    # 合并\n+    git checkout $source_branch &&\n+    git reset --soft $target_branch &&\n+    git commit -m "$commit_message" &&\n+    git checkout $target_branch &&\n+    git cherry-pick $source_branch &&\n+    git pull &&\n+    echo ${RED}$"4. 合并完成"${RESET} &&\n+\n+    # 删除master分支\n+    git branch -D $source_branch &&\n+    echo ${RED}$"5. 删除 "$source_branch" 分支"${RESET} &&\n+\n+    # 切换到uat分支\n+    git checkout $target_branch &&\n+    echo ${RED}$"6. 切换 "$target_branch" 分支 进行push"${RESET} &&\n+    git push &&\n+\n+    # 切换到uat版本分支\n+    echo ${RED}$"7. 切换 "$uat_version" 分支 并拉取"${RESET} &&\n+    git checkout $uat_version &&\n+    git pull &&\n+\n+    echo ${RED}$"8. rebase "$target_branch" 分支 进行push"${RESET} &&\n+    git rebase $target_branch &&\n+    git push &&\n+    echo ${RED}$"9. 完成合并，切换为:"$dev_branch${RESET} &&\n+\n+    # 切换回开发分支\n+    git checkout $dev_branch\n+  else\n+    echo ""\n+  fi\n+else\n+  echo "${RED}请 cd 到 InsightBank 项目目录下运行脚本${RESET}"\n+  echo "测试"\n+fi\n'}]
2023-12-18 19:47:47.356 INFO | [Thread-1] chat [79] | chat_review.py chat_review | 开始code review
2023-12-18 19:47:47.356 INFO | [Thread-1] chat [81] | chat_review.py chat_review | 单项目的commit内容： {'old_path': 'git-merge-branches3.sh', 'new_path': 'git-merge-branches3.sh', 'a_mode': '0', 'b_mode': '100755', 'new_file': True, 'renamed_file': False, 'deleted_file': False, 'diff': '@@ -0,0 +1,118 @@\n+#!/bin/bash\n+RED=$(tput setaf 3)\n+RESET=$(tput sgr0)\n+\n+get_confirmation() {\n+  while true; do\n+    echo "* 确保分支名无误！"\n+    echo "* 确保分支已经拉取到本地！"\n+    echo "* 确保分支代码已经为最新！"\n+    echo "============================"\n+    read -rp "请确认后继续 (y/n): " answer\n+    case "$answer" in\n+      [Yy]*)\n+        return 0 \n+        ;;\n+      [Nn]*)\n+        return 1\n+        ;;\n+      *)\n+        echo "无效的输入，请输入 \'y\' 或 \'n\'。"\n+        ;;\n+    esac\n+  done\n+}\n+\n+if [ -e pubspec.yaml ]; then\n+  echo "${RED}《合并UAT分支 - 操作脚本 v1.0.0》${RESET}"\n+  read -p "请输入当前开发分支版本号，例如（5.7）: " version\n+\n+  # =================分支命名规则==================\n+  \n+  # master 分支\n+  source_branch=master\n+\n+  # uat 分支\n+  target_branch=uat\n+\n+  # uat版本分支\n+  uat_version=uat_v$version\n+\n+  # 开发分支\n+  dev_branch=sit/sit_v$version\n+\n+  # commit前缀\n+  commit_version=V$version\n+\n+  # =================分支命名规则==================\n+\n+\n+  echo "============================"\n+  echo "* master分支："$source_branch\n+  echo "* 开发分支："${RED}$dev_branch${RESET}\n+  echo "* UAT分支："${RED}$target_branch${RESET}\n+  echo "* UAT版本分支："$uat_version\n+  echo "============================"\n+\n+  if get_confirmation; then\n+\n+    # 确保存在 uat\n+    git checkout $target_branch &&\n+    git pull &&\n+\n+    # 确保存在 开发分支\n+    git checkout $dev_branch  &&\n+    git pull &&\n+\n+    # 切换到 master \n+    echo ${RED}$"1. 切换到 "$source_branch" 分支 并拉取"${RESET} &&\n+    git checkout $source_branch &&\n+    git pull &&\n+\n+    # master 分支 rebase 开发分支\n+    echo ${RED}$"2. rebase "$dev_branch" 分支 进行push"${RESET} &&\n+    git rebase $dev_branch &&\n+    git push &&\n+\n+    source_commit_date=$(git log -1 --format=%cd --date=format:\'%m%d\' $source_branch)\n+    source_commit_id=$(git rev-parse --short=9 $source_branch)\n+    commit_message="[$commit_version]Merge $source_branch to $target_branch($source_commit_date-$source_commit_id)"\n+\n+    echo ${RED}$"3. 开始合并"${RESET} &&\n+    # 合并\n+    git checkout $source_branch &&\n+    git reset --soft $target_branch &&\n+    git commit -m "$commit_message" &&\n+    git checkout $target_branch &&\n+    git cherry-pick $source_branch &&\n+    git pull &&\n+    echo ${RED}$"4. 合并完成"${RESET} &&\n+\n+    # 删除master分支\n+    git branch -D $source_branch &&\n+    echo ${RED}$"5. 删除 "$source_branch" 分支"${RESET} &&\n+\n+    # 切换到uat分支\n+    git checkout $target_branch &&\n+    echo ${RED}$"6. 切换 "$target_branch" 分支 进行push"${RESET} &&\n+    git push &&\n+\n+    # 切换到uat版本分支\n+    echo ${RED}$"7. 切换 "$uat_version" 分支 并拉取"${RESET} &&\n+    git checkout $uat_version &&\n+    git pull &&\n+\n+    echo ${RED}$"8. rebase "$target_branch" 分支 进行push"${RESET} &&\n+    git rebase $target_branch &&\n+    git push &&\n+    echo ${RED}$"9. 完成合并，切换为:"$dev_branch${RESET} &&\n+\n+    # 切换回开发分支\n+    git checkout $dev_branch\n+  else\n+    echo ""\n+  fi\n+else\n+  echo "${RED}请 cd 到 InsightBank 项目目录下运行脚本${RESET}"\n+  echo "测试"\n+fi\n'}
2023-12-18 19:49:47.370 ERROR | [Thread-1] chat [89] | chat_review.py chat_review | 出现异常，异常信息：

You tried to access openai.ChatCompletion, but this is no longer supported in openai>=1.0.0 - see the README at https://github.com/openai/openai-python for the API.

You can run `openai migrate` to automatically upgrade your codebase to use the 1.0.0 interface. 

Alternatively, you can pin your installation to the old version, e.g. `pip install openai==0.28`

A detailed migration guide is available here: https://github.com/openai/openai-python/discussions/742

2023-12-18 19:52:32.595 INFO | [MainThread] chat [43] | app.py <module> | Starting the app...
2023-12-18 19:52:52.527 INFO | [Thread-1] chat [84] | git.py webhook | 项目id: 130394，分支: main，commit_id: ['bc693b588b4d036ee1e4a51cc10bf4705694013b'] 
2023-12-18 19:52:52.527 INFO | [Thread-1] chat [86] | git.py webhook | 项目id: 130394，commit_url: ['https://git.n.xiaomi.com/dasen/shell_script/-/commit/bc693b588b4d036ee1e4a51cc10bf4705694013b']
2023-12-18 19:52:52.527 INFO | [Thread-1] chat [105] | git.py webhook | 项目id: 130394，commit_id: ['bc693b588b4d036ee1e4a51cc10bf4705694013b'] 开始进行ChatGPT代码补丁审查
2023-12-18 19:52:52.528 INFO | [Thread-1] chat [98] | chat_review.py review_code | 开始请求gitlab的https://git.n.xiaomi.com/api/v4/projects/130394/repository/commits/bc693b588b4d036ee1e4a51cc10bf4705694013b/diff   ,commit: bc693b588b4d036ee1e4a51cc10bf4705694013b的diff内容
